AAII_QTR_DATA,04/02/2023,01/01/2023,10/02/2022,07/03/2022,03/27/2022,12/26/2021,09/26/2021,06/27/2021,03/28/2021,12/27/2020,09/27/2020,06/28/2020,03/29/2020,12/29/2019,09/29/2019,06/30/2019,03/31/2019,12/30/2018,09/30/2018,07/01/2018
Current_Assets,319.5,468.7,465.8,348.2,381.9,572.9,385.5,400.1,448.5,563.4,274.9,378.6,353.7,431.6,268.4,303.2,320.5,390.2,244.4,273.0
Current_Liabilities,205.1,344.3,419.5,265.7,267.6,420.9,274.8,265.9,303.9,416.7,233.4,180.3,168.7,226.7,135.4,127.5,140.6,203.5,114.9,124.8
Diluted_EPS,-1.096,1.273,-0.522,-0.344,-0.36,1.341,-0.203,0.2,0.021,1.708,-0.152,0.147,-0.15,1.117,-0.237,-0.129,-0.128,1.037,-0.267,-0.127
Goodwill_Intangibles,294.4,356.8,357.8,358.9,360.5,359.7,346.3,347.2,348.0,348.7,349.6,141.0,141.2,141.4,141.7,122.2,122.4,122.5,122.2,
Inventory,191.9,201.1,342.6,247.6,214.4,191.1,282.4,153.9,122.4,89.4,192.6,97.8,74.0,68.0,172.5,92.4,74.4,64.0,160.7,88.8
LT_Debt,128.1,132.8,138.2,142.5,147.2,151.8,156.8,161.5,166.2,170.9,175.5,87.6,88.6,89.7,90.8,92.0,83.6,87.0,89.6,92.3
Revenue,417.6,897.9,303.6,485.9,469.6,943.0,309.4,487.0,474.2,877.3,283.8,418.0,278.8,605.6,187.3,259.4,248.4,571.3,169.5,229.9
Shares_Diluted,64.767,64.835,64.538,64.65,65.028,65.969,65.062,66.492,66.474,66.543,64.32,66.498,64.348,66.40100000000001,64.503,64.219,64.194,66.13600000000001,64.62,64.582
Total_Assets,998.8,1217.0,1216.2,1094.9,1128.7,1321.3,1089.9,1076.7,1107.3,1222.3,934.7,774.4,748.6,826.2,665.0,606.4,614.9,685.5,540.6,570.9
Total_Liabilities,506.8,656.5,738.9,585.5,594.9,756.4,599.5,567.6,607.2,724.7,543.1,374.7,360.6,425.3,335.6,263.7,266.0,329.4,244.6,256.0
