AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,20.6,16.3,20.5,27.0,29.9,11.4,3.2,4.1,,,
Current_Liabilities,8.1,7.4,5.5,5.2,4.7,2.6,3.3,2.8,,,
Diluted_EPS,-0.096,-0.059,-0.069,-0.058,-0.228,-0.077,-0.021,-0.028,-0.051,-0.026,-0.046
Goodwill_Intangibles,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,,,
Inventory,2.1,1.9,1.5,1.3,0.9,0.9,0.9,0.9,,,
LT_Debt,10.1,4.9,6.4,6.6,6.6,6.8,6.6,6.8,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2
Shares_Diluted,82.9652,82.9159,81.5627,80.576,72.8181,76.5099,76.5099,76.5099,,,
Total_Assets,49.2,43.2,47.8,29.4,30.7,12.0,3.7,4.7,,,
Total_Liabilities,40.4,35.0,35.3,14.0,13.2,12.0,12.7,12.7,,,
