AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,9781.0,9297.0,8965.0,9674.0,9551.0,9469.0,8617.0,10574.0,9069.0,9430.0,9817.0,9918.0,8353.0,8710.0,9583.0,9384.0
Current_Liabilities,11487.0,10434.0,10921.0,11259.0,11660.0,11586.0,12079.0,11750.0,9334.0,9553.0,12546.0,10534.0,10999.0,9919.0,14286.0,12965.0
Diluted_EPS,1.033,0.965,-0.202,1.031,0.349,1.065,0.362,1.176,0.5760000000000001,0.8140000000000001,0.415,1.245,0.855,1.994,0.268,1.131
Goodwill_Intangibles,5705.0,5715.0,5725.0,5735.0,5746.0,5757.0,5767.0,5779.0,5791.0,5803.0,5816.0,5830.0,5832.0,5869.0,5928.0,5989.0
Inventory,2642.0,2409.0,2621.0,2690.0,2607.0,2682.0,2488.0,2476.0,2381.0,2215.0,2388.0,2324.0,2143.0,2093.0,2394.0,2294.0
LT_Debt,51204.0,50633.0,50120.0,48843.0,47828.0,46727.0,45073.0,45581.0,45138.0,44235.0,41798.0,42098.0,39682.0,40457.0,40736.0,41425.0
Revenue,7206.0,6648.0,5767.0,6238.0,5198.0,5910.0,5117.0,5620.0,4620.0,5018.0,4914.0,5995.0,5098.0,5412.0,5337.0,6159.0
Shares_Diluted,1072.0,1069.0,1064.0,1068.0,1067.0,1066.0,1068.0,1064.0,1063.0,1067.0,1063.0,1057.0,1052.0,1045.0,1037.0,1029.0
Total_Assets,130769.0,128639.0,127534.0,127861.0,125907.0,125393.0,122935.0,123158.0,119731.0,118852.0,118700.0,117591.0,114867.0,114096.0,116914.0,111717.0
Total_Liabilities,101796.0,100051.0,99369.0,98881.0,97417.0,96620.0,94672.0,94578.0,91770.0,90836.0,90904.0,89787.0,87678.0,87368.0,91900.0,86516.0
