AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,100.8,96.4,177.0,196.0,331.1,173.0,200.7,155.3
Current_Liabilities,165.6,327.9,202.0,145.3,204.2,139.5,175.2,180.5
Diluted_EPS,-0.257,-0.462,-0.198,-0.543,-0.121,-0.467,-0.4,-0.557
Goodwill_Intangibles,204.1,217.2,251.6,253.9,338.2,339.2,373.9,374.9
Inventory,11.3,10.0,18.0,20.7,14.1,8.1,5.4,2.7
LT_Debt,21.4,19.1,17.8,83.1,96.1,110.6,83.5,82.6
Revenue,16.3,15.6,17.4,11.5,18.4,13.1,12.1,27.8
Shares_Diluted,543.137,484.457,451.621,402.801,337.123,309.009,299.276,294.6525
Total_Assets,460.1,472.8,615.6,632.1,855.6,694.8,752.8,778.9
Total_Liabilities,585.6,491.4,483.8,500.1,629.1,616.1,621.3,592.8
