AAII_QTR_DATA,09/07/2021,06/15/2021,03/23/2021,12/29/2020,09/08/2020,06/16/2020,03/24/2020,12/31/2019,09/10/2019,06/18/2019,03/26/2019,01/01/2019,09/11/2018
Current_Assets,17.3,19.6,19.3,19.7,15.8,21.8,45.3,18.8,32.1,13.3,20.1,33.0,17.6
Current_Liabilities,88.9,85.3,83.0,86.9,83.6,80.4,81.1,72.3,78.2,75.1,72.5,55.7,62.0
Diluted_EPS,0.104,0.161,0.071,0.202,0.155,-0.016,-2.764,-3.079,-0.207,0.056,0.038,0.151,0.149
Goodwill_Intangibles,326.2,326.5,326.8,327.1,327.6,327.9,328.4,423.9,542.3,555.8,556.1,560.3,561.3
Inventory,3.0,2.6,2.6,2.8,2.6,2.5,3.0,3.1,2.9,2.8,2.7,2.9,2.6
LT_Debt,105.6,109.5,114.5,114.4,123.4,144.4,174.4,144.6,150.6,146.6,154.6,178.7,169.2
Revenue,124.3,125.0,115.5,156.7,120.8,104.6,109.8,157.1,120.2,121.5,114.2,157.3,117.8
Shares_Diluted,36.7866,37.2692,37.1902,37.1904,37.42,37.087,37.076,37.0728,37.0233,37.0838,37.3463,37.4917,39.3913
Total_Assets,739.7,743.8,744.9,747.3,745.7,757.8,793.4,862.5,960.2,955.4,953.5,759.0,755.5
Total_Liabilities,523.9,525.7,530.7,534.6,537.9,556.2,592.6,560.4,545.7,532.0,530.8,336.7,332.2
