AAII_QTR_DATA,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,2.5,1.9,8.1,9.3,12.2,13.0,7.6,7.5
Current_Liabilities,13.8,11.5,1.0,1.4,3.1,3.2,21.0,17.0
Diluted_EPS,-0.326,-1.182,-0.477,-1.552,-0.908,-1.718,-6.992,-14.791
Goodwill_Intangibles,,,,,,,22.6,23.7
Inventory,,,0.1,0.1,0.2,0.1,1.7,1.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,,0.1,0.5,0.3,0.9,0.5,0.7
Shares_Diluted,5.8079,3.9562,5.1627,0.831,0.8308,0.7345,0.7305,0.7982
Total_Assets,3.3,2.7,10.1,9.7,12.7,13.6,31.8,32.9
Total_Liabilities,14.3,12.0,2.7,1.4,3.2,3.3,21.3,17.3
