AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,108.6,118.7,113.3,134.8,174.0,182.3,34.0,37.5,34.3,39.9,28.0,46.9,69.3,82.4
Current_Liabilities,9.7,8.7,9.9,9.4,8.3,9.5,10.3,11.6,10.1,13.0,13.0,12.5,22.5,19.5
Diluted_EPS,-0.083,-0.081,-0.068,-0.069,-0.056,-0.085,-0.133,-0.155,-0.27,-0.588,-0.69,-5.546,-1.206,-1.351
Goodwill_Intangibles,4.1,7.0,9.9,12.8,15.9,18.6,22.3,24.1,25.8,27.9,31.1,32.7,124.8,126.4
Inventory,8.5,9.1,8.6,12.0,12.5,11.2,10.0,10.9,10.9,9.8,10.7,13.7,20.1,15.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.4,1.6,2.5,2.8,0.0,0.0,15.3,29.5,29.3
Revenue,1.0,1.1,2.5,2.6,1.1,2.1,1.1,0.8,0.7,0.6,0.7,2.0,3.6,2.2
Shares_Diluted,236.505,235.892,234.94,234.337,233.25,204.992,104.025,97.538,52.351000000000006,28.906,19.9035,17.6291,16.7285,16.6766
Total_Assets,147.4,166.6,186.5,199.8,212.0,223.6,78.3,80.1,76.0,84.2,74.8,97.6,203.4,217.0
Total_Liabilities,15.9,15.7,17.2,18.3,16.4,17.7,16.7,18.0,16.4,17.1,19.2,33.9,71.9,70.2
