AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,218.4,236.5,238.1,233.5,294.0,324.7,333.9,344.6,1.4,1.7,,0.0
Current_Liabilities,144.8,171.1,140.3,118.4,134.3,152.8,146.3,217.4,0.6,0.6,,0.1
Diluted_EPS,-0.122,-0.634,-0.045,-0.024,-0.205,-0.336,-0.371,-3.077,-0.076,-0.009,-0.009,0.0
Goodwill_Intangibles,462.0,459.1,428.9,473.6,516.7,537.6,542.5,523.1,,,,
Inventory,0.3,0.3,0.4,0.3,0.5,0.5,0.6,0.4,,,,0.0
LT_Debt,0.0,7.1,6.9,7.3,7.4,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Revenue,97.2,105.3,78.7,71.1,85.9,84.0,69.1,55.8,53.7,,,
Shares_Diluted,206.2074,201.4578,200.1427,198.3474,195.7603,192.582,188.8664,150.8549,,34.5,34.5,30.0
Total_Assets,757.9,773.3,734.0,778.0,859.7,887.1,896.9,890.0,277.4,277.8,,0.2
Total_Liabilities,164.0,196.5,161.1,141.2,168.7,180.9,184.8,247.4,10.2,10.2,,0.1
