AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,78.0,94.2,93.0,91.4,96.3,92.6,89.3,92.2,93.2,90.1,81.1
Current_Liabilities,33.2,25.0,26.1,26.1,29.1,28.7,28.1,32.2,32.1,27.4,20.9
Diluted_EPS,-0.037,0.027,0.007,0.019,0.077,0.056,-0.01,-0.024,-0.004,0.064,0.07400000000000001
Goodwill_Intangibles,14.8,14.4,14.3,14.0,15.3,15.2,15.5,15.5,14.8,15.8,16.3
Inventory,12.4,14.4,13.1,12.5,12.6,12.9,13.8,13.8,13.9,12.0,10.9
LT_Debt,0.0,0.3,0.3,0.3,0.4,0.3,0.3,0.1,0.4,0.3,0.3
Revenue,29.4,18.3,16.4,17.4,23.8,22.2,19.7,21.2,26.1,23.9,25.3
Shares_Diluted,23.1557,23.154,23.154,23.154,23.1543,23.167,23.1468,23.0615,23.0439,23.2965,23.2867
Total_Assets,108.1,122.8,121.6,119.8,127.0,123.4,120.6,123.6,119.2,116.5,107.6
Total_Liabilities,41.0,35.1,35.3,36.0,39.3,37.9,36.9,41.4,38.0,32.5,26.0
