AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,497.0,545.1,567.5,611.4,653.2,706.6,750.9,180.4,0.1,,,,,0.4,0.7
Current_Liabilities,277.8,252.4,231.8,226.3,181.4,175.6,153.6,161.4,0.9,,,,,0.3,0.3
Diluted_EPS,-0.096,-0.11,-0.119,-0.147,-0.146,-0.155,-0.399,-0.13,-0.001,-0.055,-0.073,-0.065,-0.076,-0.005,-0.024
Goodwill_Intangibles,3.7,1.6,1.7,1.8,1.8,1.9,2.0,2.1,,,,,,,0.0
Inventory,87.7,84.3,82.3,64.5,58.1,53.4,47.8,55.4,,,,,,,0.0
LT_Debt,73.0,72.9,81.8,43.9,73.1,73.1,73.1,169.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,47.0,64.8,38.6,64.4,36.7,66.8,36.9,33.4,,48.1,30.8,21.7,6.9,,0.0
Shares_Diluted,307.7148,307.6524,305.9774,300.5655,298.843,300.5733,300.5162,300.5162,35.4793,,,,,35.042,8.2743
Total_Assets,1004.0,985.0,972.9,971.6,998.7,995.3,990.4,414.8,282.4,,,,,280.5,279.6
Total_Liabilities,400.3,372.0,357.1,317.6,341.3,308.6,273.6,540.9,5.1,,,,,0.7,0.3
