AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,318.2,727.9,307.0,332.6,349.0,362.5,346.8,329.7,324.1,360.5
Current_Liabilities,261.9,685.6,250.1,248.2,245.3,275.2,268.8,263.8,252.9,281.5
Diluted_EPS,-0.09,1.416,0.398,-0.188,0.238,0.788,0.043,-0.166,0.12,0.944
Goodwill_Intangibles,309.1,316.1,321.4,326.6,331.9,337.5,343.4,350.0,355.9,362.2
Inventory,70.3,68.9,65.2,69.2,59.0,53.9,52.8,50.5,51.2,49.6
LT_Debt,668.7,667.8,724.8,762.6,654.8,670.1,684.2,678.8,683.3,700.7
Revenue,334.4,374.2,322.7,334.4,369.2,408.9,367.5,333.1,370.1,404.3
Shares_Diluted,16.6,16.6,16.6,16.5,16.4,16.5,16.4,16.3,16.617,16.524
Total_Assets,1506.3,1915.7,1504.5,1543.1,1433.3,1456.3,1449.7,1437.4,1371.3,1411.0
Total_Liabilities,1127.1,1537.8,1152.7,1200.2,1089.9,1118.5,1130.2,1126.9,1058.9,1096.3
