AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Current_Assets,13.6,7.7,12.4,16.1,21.6,27.5,28.8,6.1
Current_Liabilities,14.9,10.5,11.8,10.8,11.9,14.9,9.0,10.4
Diluted_EPS,-0.228,-0.201,-0.245,-0.151,-0.29,-0.455,-0.375,-0.289
Goodwill_Intangibles,0.5,0.5,0.6,0.4,0.0,0.0,0.1,0.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.4
Revenue,10.3,10.5,9.6,9.6,9.7,9.1,7.4,7.1
Shares_Diluted,23.5833,21.7927,21.7477,21.5501,21.2158,20.5217,19.2344,18.9072
Total_Assets,17.6,9.1,13.9,16.4,21.6,27.6,28.8,6.3
Total_Liabilities,15.4,11.1,12.4,10.8,13.9,14.9,9.1,10.8
