AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,12.4,6.7,10.4,4.9,6.1,5.7,6.7,5.3,4.4,7.6,1.6
Current_Liabilities,19.4,18.3,19.9,19.0,18.0,11.1,9.0,10.5,7.6,7.2,3.0
Diluted_EPS,-0.075,-0.137,-0.16,-0.165,-0.158,-0.143,-0.126,-0.28,-0.14,-0.142,-0.146
Goodwill_Intangibles,8.1,8.1,8.1,8.1,8.1,0.1,0.1,0.1,0.1,0.1,0.1
Inventory,1.2,0.7,0.6,0.4,0.4,0.5,0.4,0.5,0.4,0.5,0.8
LT_Debt,28.7,29.6,29.7,29.7,29.4,34.9,34.7,34.7,35.9,36.0,4.8
Revenue,3.0,2.5,0.7,1.3,1.4,1.0,1.4,1.8,0.7,0.7,1.1
Shares_Diluted,24.3206,23.3791,22.0445,17.4371,17.3765,17.2718,15.6492,15.3917,14.8167,14.6932,14.5754
Total_Assets,61.7,56.7,60.2,55.1,56.4,56.5,56.9,57.2,55.5,55.3,12.9
Total_Liabilities,53.2,53.7,54.7,55.4,54.4,53.8,52.2,54.5,52.2,51.1,9.1
