AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,9321.6,9061.5,8974.6,6340.0,5926.9,5023.9,4767.4,4225.0,3898.3,3634.0,3481.3,3197.3,3214.4
Current_Liabilities,6608.0,6701.7,6620.9,4081.4,3806.9,3217.7,3145.0,2616.0,2266.2,2145.4,2187.2,2069.7,2236.0
Diluted_EPS,1.573,1.562,1.424,1.277,0.904,0.9,0.778,0.811,0.6920000000000001,0.722,0.557,0.629,0.482
Goodwill_Intangibles,1572.3,1427.0,1304.6,1242.1,1268.5,1247.6,1222.2,1202.0,1142.7,1135.8,1120.0,1099.8,
Inventory,5231.7,4849.8,4471.3,3223.7,2326.8,2112.9,1961.1,1766.7,1577.7,1467.4,1414.7,1296.4,1341.4
LT_Debt,1758.9,1467.4,1249.2,1241.3,1141.0,929.1,830.0,540.9,560.6,573.4,551.9,501.2,495.8
Revenue,7033.6,20012.6,6393.7,5606.2,4205.7,3938.5,3728.2,3590.4,3430.8,3182.0,2881.6,2794.8,2685.7
Shares_Diluted,367.3561,368.3254,367.6787,367.31,366.7643,366.5347,366.4745,367.1003,368.0863,368.3805,367.1512,368.5521,366.9988
Total_Assets,13518.1,13007.5,12267.1,9390.4,8695.5,7698.1,7296.0,6348.9,5873.6,5598.5,5424.4,5120.4,5078.5
Total_Liabilities,8469.0,8285.0,8001.5,5487.4,5108.1,4303.4,4115.1,3291.1,2966.4,2857.3,2891.9,2720.9,2845.4
