AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,1061.7,1034.0,1299.0,1291.0,582.0,865.0,644.0,550.0,919.8,501.0,464.0,293.0,329.5,463.0,364.0,345.0,327.7,367.0,478.0
Current_Liabilities,193.0,199.0,733.0,193.0,447.0,612.0,220.0,232.0,227.9,149.0,128.0,164.0,105.0,138.0,113.0,114.0,89.9,105.0,234.0
Diluted_EPS,-15.642,4.65,4.92,11.86,7.27,9.99,3.192,3.34,2.694,1.244,5.178999999999999,0.278,-0.433,0.52,-0.149,-0.223,-1.146,-0.38,-0.53
Goodwill_Intangibles,220.8,222.0,219.0,223.0,225.0,208.0,214.0,217.0,1.5,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.3,2.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1123.8,1101.0,1117.0,1192.0,1172.0,1094.0,1042.0,1001.0,871.8,714.0,688.0,555.0,576.7,586.0,582.0,575.0,563.2,585.0,564.0
Revenue,145.0,163.0,121.0,146.0,134.8,353.0,105.0,115.0,104.5,117.0,76.0,89.0,89.5,102.0,85.0,97.0,85.0,94.0,84.0
Shares_Diluted,53.8508,53.9785,53.8618,53.8786,53.9544,53.8539,53.8791,53.8922,53.8665,53.8712,53.8712,53.8712,53.94600000000001,53.826,53.826,53.826,53.9157,52.6316,54.717
Total_Assets,3772.1,4561.0,4666.0,4520.0,4039.0,3867.0,3248.0,3160.0,2482.3,2033.0,1913.0,1550.0,1508.4,1651.0,1530.0,1489.0,1455.1,1661.0,1769.0
Total_Liabilities,2173.6,2128.0,2534.0,2084.0,2245.0,2286.0,1858.0,1846.0,1415.5,1073.0,1022.0,921.0,885.0,936.0,879.0,855.0,806.1,848.0,949.0
