AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,24.8,35.3,46.1,52.4,59.2,69.5,77.9,51.5,59.5,36.9,40.6,48.3,40.2,46.8,32.1
Current_Liabilities,19.6,21.0,21.8,34.0,11.2,12.8,12.7,11.5,13.4,12.4,12.4,14.8,15.7,13.2,12.7
Diluted_EPS,-9.22,-11.512,-9.771,-0.986,-0.911,-1.017,-1.126,-1.092,-0.11800000000000001,-0.113,-0.123,-0.177,-0.152,-0.163,-0.09699999999999999
Goodwill_Intangibles,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Inventory,5.5,4.1,4.0,4.7,4.1,3.9,3.9,4.6,4.3,3.6,3.6,4.0,4.0,4.0,4.6
LT_Debt,11.8,13.2,14.1,0.0,21.0,20.9,20.9,20.8,20.7,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,16.1,15.3,16.0,15.1,15.5,15.2,15.3,15.9,15.9,15.5,15.4,14.8,15.6,16.9,16.7
Shares_Diluted,0.7768,0.7766,0.7759,8.5186,8.5084,8.5186,6.5284,6.3118,67.5182,64.4888,63.7967,58.2161,57.0989,57.4326,51.2885
Total_Assets,37.4,48.6,58.7,63.7,69.4,77.7,85.2,58.6,66.8,44.3,48.1,57.1,48.7,52.6,38.1
Total_Liabilities,42.2,46.0,47.6,45.5,43.3,43.6,43.2,42.4,45.1,24.0,24.4,27.5,28.6,25.3,25.4
