AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,638.0,594.6,609.8,578.7,428.1,396.4,422.4,404.4,473.7,427.5,418.9,441.7,430.4,429.2,421.7
Current_Liabilities,243.4,231.1,246.6,244.4,157.7,166.9,159.3,136.7,142.4,157.6,144.5,142.1,139.7,143.5,136.3
Diluted_EPS,0.045,1.675,0.382,0.054,0.683,0.517,0.777,0.684,0.718,0.6459999999999999,0.895,0.659,0.563,0.235,1.325
Goodwill_Intangibles,1143.5,1162.2,1186.5,1208.4,706.6,718.4,717.7,719.1,726.3,588.6,590.3,600.3,604.9,610.9,617.7
Inventory,272.4,259.5,261.3,247.0,173.3,179.7,172.8,172.1,159.5,161.4,149.4,154.2,154.5,151.5,150.9
LT_Debt,1273.5,1267.1,1288.2,1262.6,615.2,590.5,630.2,666.4,752.8,540.8,559.7,604.7,617.2,618.8,637.6
Revenue,406.8,390.4,383.6,377.8,288.2,279.4,279.3,254.2,261.5,238.5,256.4,269.9,258.0,248.7,260.3
Shares_Diluted,31.4137,31.4564,31.401,31.4024,31.3405,31.3565,31.1425,31.0067,30.91,30.9391,30.8319,30.8093,30.7167,30.5804,30.7228
Total_Assets,2441.9,2420.3,2419.8,2423.3,1587.5,1584.9,1590.6,1578.1,1655.2,1471.7,1450.2,1489.4,1485.7,1466.5,1487.3
Total_Liabilities,1740.5,1738.1,1784.1,1770.3,934.6,935.3,962.1,970.7,1063.2,874.0,875.4,916.8,923.6,908.6,918.6
