AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,24.1,25.1,4.0,4.0,4.3,5.9,3.7,3.4,1.3
Current_Liabilities,7.2,7.1,4.4,5.1,6.4,8.2,5.9,5.2,2.9
Diluted_EPS,-0.226,-0.411,-0.308,-1.688,0.165,-0.503,0.04,-0.172,-0.389
Goodwill_Intangibles,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Inventory,0.4,1.0,0.4,0.5,0.4,0.5,0.3,0.5,0.8
LT_Debt,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.6,0.6
Revenue,3.0,1.7,3.1,3.7,4.5,2.4,3.4,1.6,1.7
Shares_Diluted,7.8012,4.6224,1.588,1.5835,1.6055,1.5768,1.6036,1.5768,1.5768
Total_Assets,24.7,26.3,5.3,4.9,5.3,7.0,4.8,4.7,2.6
Total_Liabilities,7.6,7.6,4.9,5.7,7.0,8.9,6.1,6.1,3.8
