AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019
Current_Assets,5.8,10.8,14.6,8.7,11.5,12.7,17.0,17.8
Current_Liabilities,2.4,2.0,2.3,4.8,3.7,9.1,7.0,4.2
Diluted_EPS,,-3.857,-2.926,-6.184,-10.135,-79.235,-32.587,-36.358
Goodwill_Intangibles,0.0,,0.0,,0.0,1.0,15.4,15.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.7,0.8,0.8,0.1,0.1,7.0,0.5
Revenue,0.2,0.6,0.2,0.5,0.2,0.2,0.2,0.6
Shares_Diluted,,0.9848,0.978,0.633,0.584,0.2728,0.2158,0.1508
Total_Assets,6.9,12.0,16.0,10.3,12.2,14.9,38.3,35.4
Total_Liabilities,2.9,2.7,3.1,5.6,3.8,9.2,14.1,4.7
