AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,9587.0,8175.0,8141.0,9547.0,10152.0,8307.0,8838.0,9538.0,10000.0,9537.0,8969.0,8827.0,8555.0,6438.0,6664.0,6781.0,6844.0,6941.0,7411.0
Current_Liabilities,7304.0,7625.0,7811.0,7080.0,6657.0,6735.0,6626.0,7749.0,5376.0,7021.0,5836.0,6067.0,8755.0,6726.0,5655.0,6237.0,7108.0,7145.0,7216.0
Diluted_EPS,1.533,1.703,0.923,1.176,1.5,2.284,0.837,1.72,4.301,3.347,0.357,0.971,0.527,0.873,0.4539999999999999,1.505,-0.067,2.049,-0.644
Goodwill_Intangibles,36457.0,36753.0,36931.0,35855.0,36363.0,36727.0,36684.0,36811.0,37020.0,37315.0,37433.0,37658.0,37788.0,38160.0,38354.0,38839.0,39220.0,39567.0,40041.0
Inventory,3656.0,3604.0,3224.0,3163.0,3258.0,3035.0,2866.0,2947.0,2895.0,2814.0,2743.0,2945.0,2793.0,2760.0,2579.0,2629.0,2627.0,2522.0,2451.0
LT_Debt,16010.0,14268.0,13886.0,14683.0,17584.0,16360.0,17110.0,15700.0,17718.0,16082.0,17224.0,17090.0,16809.0,16949.0,18081.0,18016.0,17556.0,17817.0,18894.0
Revenue,4821.0,4586.0,4761.0,4641.0,4750.0,4718.0,4849.0,4607.0,9675.0,5315.0,4784.0,3855.0,4253.0,4225.0,4584.0,4350.0,4195.0,4160.0,4402.0
Shares_Diluted,285.645,285.34,287.163,287.297,287.299,286.723,289.074,291.897,292.4955,293.112,293.919,285.148,275.03700000000003,274.952,275.57,274.336,269.882,274.256,268.61400000000003
Total_Assets,54394.0,53129.0,52934.0,53199.0,54786.0,53363.0,53866.0,54333.0,54921.0,54748.0,54012.0,53959.0,53516.0,51952.0,51765.0,52233.0,52598.0,52932.0,53904.0
Total_Liabilities,28703.0,27657.0,27652.0,27706.0,30261.0,29203.0,30189.0,30198.0,30095.0,30085.0,30247.0,29937.0,32565.0,30750.0,30684.0,30736.0,31289.0,31528.0,32910.0
