AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,624.8,601.8,605.1,713.4,500.4,250.9,215.8,1.2,1.4,1.4,1.6,0.0
Current_Liabilities,468.9,381.4,363.1,377.1,417.0,35.5,31.7,3.0,0.1,0.3,0.2,0.1
Diluted_EPS,-0.272,-0.06,-0.205,-0.053,-0.171,-0.763,-1.886,-0.146,-0.008,0.025,0.002,0.0
Goodwill_Intangibles,410.4,350.9,355.5,262.1,205.6,72.8,44.3,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,416.6,415.0,414.6,418.0,43.8,42.6,43.2,0.0,0.0,0.0,0.0,0.0
Revenue,70.8,62.6,51.6,62.8,51.3,26.7,72.3,,,,,0.0
Shares_Diluted,97.1422,96.0745,97.9059,96.8393,95.2219,85.3316,36.3442,21.5625,21.5625,21.5625,21.5625,18.75
Total_Assets,1120.0,1036.8,1038.7,1050.3,777.6,334.2,268.4,174.4,174.6,175.0,174.4,0.1
Total_Liabilities,921.0,821.9,821.7,858.1,548.9,172.2,161.1,9.0,6.1,6.3,6.2,0.1
