AAII_QTR_DATA,10/31/2019,07/31/2019,01/31/2019,10/31/2018,07/31/2018,03/31/2012,12/31/2011,09/30/2011
Current_Assets,0.0,0.0,,,,45.7,37.8,36.7
Current_Liabilities,0.0,0.0,,,,46.1,36.9,36.7
Diluted_EPS,-0.001,-0.001,-0.016,-0.018,-0.001,-4.894,23.423,46.686
Goodwill_Intangibles,,,,,,8.1,8.1,8.1
Inventory,,,,,,6.6,4.1,6.1
LT_Debt,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,4.4,13.3,11.4
Shares_Diluted,4.9153,4.9153,,,,0.0302,0.0302,0.0302
Total_Assets,0.0,0.0,,,,62.4,53.2,50.9
Total_Liabilities,0.1,0.1,,,,47.5,38.3,36.7
