AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,5574.0,5425.0,5539.0,5186.0,5060.0,5008.0,4948.0,5212.0,4676.0
Current_Liabilities,1320.0,1389.0,1328.0,1407.0,1459.0,1402.0,1502.0,1588.0,1773.0
Diluted_EPS,0.465,-1.92,-1.542,1.873,1.467,1.329,0.845,1.161,1.4869999999999999
Goodwill_Intangibles,1090.0,1096.0,1097.0,1113.0,1108.0,1027.0,1031.0,1031.0,1082.0
Inventory,1331.0,1278.0,1218.0,1199.0,1209.0,1216.0,1213.0,1224.0,1197.0
LT_Debt,6641.0,6411.0,6394.0,5575.0,5541.0,5432.0,5291.0,5238.0,5159.0
Revenue,614.0,343.0,558.0,981.0,1105.0,1039.0,918.0,955.0,1062.0
Shares_Diluted,86.1,85.4,86.9,89.7,92.0,93.3,94.7,96.5,99.5
Total_Assets,7822.0,7597.0,7776.0,7453.0,7563.0,7466.0,7370.0,7158.0,7132.0
Total_Liabilities,8822.0,8653.0,8673.0,7983.0,8139.0,8031.0,7959.0,7732.0,7646.0
