AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,17.8,18.3,5.7,3.5,3.0,,,,
Current_Liabilities,4.2,5.8,5.3,7.1,7.0,,,,
Diluted_EPS,0.03,0.13,0.069,0.007,-0.057,-0.379,-0.169,-0.145,-0.066
Goodwill_Intangibles,6.9,4.3,4.4,4.6,4.8,,,,
Inventory,3.1,2.1,2.3,1.8,1.9,,,,
LT_Debt,0.0,0.0,2.9,0.6,0.6,0.0,0.0,0.0,0.0
Revenue,8.4,10.6,6.3,4.2,2.9,7.4,1.4,2.1,1.7
Shares_Diluted,17.2206,20.4847,13.9626,14.2084,14.2084,,,,
Total_Assets,29.2,27.3,11.9,10.0,9.8,,,,
Total_Liabilities,4.4,6.0,8.2,7.7,7.9,,,,
