AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2204.4,2015.0,2023.3,2156.4,2291.2,2252.1,1807.0,1673.0,1661.0,1584.6,1573.1,1547.2,1576.5
Current_Liabilities,756.0,629.6,662.2,737.6,1100.9,1098.2,1030.2,910.1,978.4,925.1,943.9,898.9,918.6
Diluted_EPS,0.226,-0.025,1.048,10.429,0.458,3.303,0.738,0.826,0.861,0.5579999999999999,0.018000000000000002,-1.163,1.089
Goodwill_Intangibles,931.0,938.2,945.5,953.5,858.8,868.8,1171.3,1185.5,1199.9,1214.5,1236.4,1250.0,1260.6
Inventory,39.8,38.8,46.4,43.3,37.6,36.7,42.3,45.0,48.4,45.6,47.2,40.8,44.0
LT_Debt,516.4,521.5,526.7,631.9,637.1,642.0,647.6,679.1,695.2,712.7,722.9,728.6,734.0
Revenue,1254.1,1220.8,1161.6,1185.0,1170.1,1100.1,1122.4,1133.8,1158.5,1154.3,1119.0,1844.6,1853.5
Shares_Diluted,26.247,26.162,26.553,25.786,25.448,25.278,24.728,24.911,,24.416,24.0625,24.04300000000001,24.928
Total_Assets,3353.5,3217.9,3236.5,3359.9,3381.0,3351.2,3224.9,3092.2,3141.7,3077.8,3071.2,2979.1,3048.5
Total_Liabilities,1419.5,1294.1,1326.9,1489.9,1801.9,1808.2,1793.3,1694.4,1779.2,1743.5,1777.8,1693.8,1716.8
