AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,73.6,83.8,82.0,88.3,87.4,99.9,98.5,104.5,58.1,81.9,41.3,38.8,,,
Current_Liabilities,39.8,46.7,44.8,47.8,38.7,40.5,30.7,27.0,30.2,43.0,46.2,52.9,,,
Diluted_EPS,-0.943,-0.698,-1.255,-1.573,-2.456,-1.982,-2.351,6.16,-3.905,-5.184,-0.125,-0.532,-0.221,-0.256,-0.8270000000000001
Goodwill_Intangibles,9.1,9.2,9.4,9.5,9.7,9.8,9.9,10.0,10.4,10.5,10.9,11.7,,,
Inventory,15.2,18.2,15.6,17.5,13.8,15.0,13.0,12.1,10.2,9.1,9.3,10.1,,,
LT_Debt,17.6,26.1,25.7,35.6,51.3,58.8,71.1,70.6,75.9,33.0,34.1,37.4,0.0,0.0,0.0
Revenue,38.9,44.7,35.4,47.1,40.0,45.6,32.7,44.3,33.2,34.5,23.2,96.2,29.6,24.8,101.2
Shares_Diluted,2.5498,2.5495,2.5488,2.5134,2.5076,2.5053,2.4573,2.5942,2.521,2.521,90.753,90.753,,,
Total_Assets,103.4,111.9,110.3,118.9,117.2,127.3,124.8,131.1,91.2,111.6,67.7,65.9,,,
Total_Liabilities,69.0,84.2,82.1,95.8,102.9,110.9,113.1,109.3,117.4,87.6,89.1,99.8,,,
