AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,6510.0,4393.0,4491.0,3695.0,4925.0,4073.0,4071.0,3313.0,4421.0,3644.0,3244.0,3346.0,2902.0,3603.0
Current_Liabilities,44968.0,19012.0,40344.0,17393.0,45365.0,14701.0,18656.0,20187.0,17824.0,14546.0,16680.0,12396.0,12326.0,10354.0
Diluted_EPS,-1.432,-0.047,0.482,0.84,0.756,0.1,0.916,0.245,-0.398,-0.241,-1.259,-0.489,0.978,0.461
Goodwill_Intangibles,1912.0,1660.0,1613.0,1738.0,1796.0,2012.0,2073.0,2067.0,2062.0,1949.0,2062.0,2075.0,2203.0,2069.0
Inventory,176.0,231.0,248.0,,,,,,,,0.0,0.0,0.0,0.0
LT_Debt,20924.0,33834.0,17432.0,37840.0,14433.0,46069.0,44191.0,39513.0,42138.0,44920.0,43566.0,46625.0,47472.0,46507.0
Revenue,1812.0,1756.0,1743.0,2054.0,2169.0,1821.0,3110.0,1450.0,1620.0,1636.0,1437.0,1900.0,2087.0,2017.0
Shares_Diluted,298.987,298.987,298.987,298.987,298.987,298.987,298.987,506.1,497.1,505.3,507.7,510.8,511.4,507.2
Total_Assets,112516.0,101672.0,105543.0,107433.0,112004.0,110148.0,111304.0,107674.0,107951.0,108248.0,108485.0,110061.0,111643.0,109056.0
Total_Liabilities,103596.0,92339.0,95969.0,97719.0,102496.0,100903.0,98535.0,95265.0,95539.0,95838.0,95847.0,96657.0,97945.0,95832.0
