AAII_QTR_DATA,04/01/2023,12/31/2022,10/01/2022,07/02/2022,04/02/2022,12/31/2021,10/02/2021,07/03/2021,04/03/2021,12/31/2020,09/26/2020,06/27/2020,03/28/2020
Current_Assets,318.7,255.0,314.2,307.1,313.4,229.1,263.7,242.8,194.8,,,,
Current_Liabilities,106.3,86.9,115.9,124.5,124.0,115.2,114.7,111.9,113.7,,,,
Diluted_EPS,-0.128,-0.169,0.105,0.037,-0.025,-0.053,-0.101,-0.491,0.071,-0.023,0.147,0.136,-0.128
Goodwill_Intangibles,433.5,440.6,443.1,451.7,461.2,467.2,387.0,393.4,399.2,,,,
Inventory,149.6,165.2,166.4,161.9,140.1,109.6,80.7,74.5,74.1,,,,
LT_Debt,357.2,309.6,310.1,310.5,320.9,263.2,220.0,223.1,382.9,0.0,0.0,0.0,0.0
Revenue,137.7,107.9,189.4,206.8,191.6,138.9,162.0,180.9,148.7,111.9,127.5,112.8,51.1
Shares_Diluted,112.1022,112.4174,113.2028,115.3843,113.6985,112.2137,112.1538,109.1637,120.4264,,,,
Total_Assets,929.7,869.7,920.5,909.2,914.9,794.5,733.7,718.7,675.1,,,,
Total_Liabilities,554.6,486.9,522.5,527.3,534.8,440.8,398.3,398.6,559.7,,,,
