AAII_QTR_DATA,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018,08/04/2018
Current_Assets,1161.4,835.1,902.4,995.5,1034.7,1029.6,1094.6,1007.3
Current_Liabilities,2128.4,628.7,664.2,682.7,743.2,538.6,563.6,475.0
Diluted_EPS,-5.554,-0.703,-1.799,0.828,0.141,0.123,0.274,1.244
Goodwill_Intangibles,26.9,196.1,226.3,234.6,235.6,240.9,241.8,269.6
Inventory,734.4,696.7,778.3,847.0,874.4,724.1,772.2,786.5
LT_Debt,0.0,1094.4,1111.7,1145.7,1151.2,1153.2,1167.9,1207.4
Revenue,286.7,691.0,729.5,1460.8,724.7,730.0,751.7,1522.8
Shares_Diluted,48.596,48.466,49.803,50.0065,50.587,50.608,50.722,50.743
Total_Assets,2500.4,2419.0,2540.4,2674.7,2765.5,1820.5,1889.5,1828.8
Total_Liabilities,2878.7,2517.3,2604.9,2670.1,2769.5,1816.9,1880.1,1828.8
