AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,539.9,532.0,509.0,510.2,507.4,499.0,469.8,668.5,675.2,652.6,617.7,208.4,,,,,,,
Current_Liabilities,213.7,209.6,192.2,193.7,182.8,175.3,147.2,134.6,140.0,122.7,99.1,91.3,,,,,,,
Diluted_EPS,-0.206,-0.23,-0.236,-0.24,-0.201,-0.234,-0.214,-0.14,-0.085,-0.04,-0.065,0.021,-0.026,-0.003,-0.039,-0.011,-0.014,-0.023,-0.24
Goodwill_Intangibles,282.5,285.5,288.5,290.3,293.1,295.8,298.6,20.6,21.0,21.4,21.7,22.1,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,79.8,76.5,72.0,67.8,63.7,59.2,53.7,48.7,45.1,42.7,38.9,36.4,32.8,30.8,27.8,24.9,21.2,19.1,16.7
Shares_Diluted,101.2605,100.4993,99.6177,98.9557,97.8838,97.0467,95.7071,93.6655,92.6798,92.1124,80.5368,80.5368,,,,,,,
Total_Assets,878.7,871.2,852.6,857.7,856.4,852.5,829.7,728.8,735.0,689.2,654.0,247.9,,,,,,,
Total_Liabilities,249.8,246.4,227.7,232.3,219.9,213.9,185.4,166.9,175.6,135.3,107.6,99.5,,,,,,,
