AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,4.4,3.8,4.0,4.2,4.2,4.3,4.5,4.6,4.4,4.5,4.4,4.3,4.1,4.4,4.2,4.3,4.4,4.4,4.6,4.6
Current_Liabilities,2.8,3.0,3.2,3.0,3.0,2.8,2.9,3.4,3.4,3.1,3.2,2.9,2.6,2.8,2.4,2.3,2.3,2.3,2.3,2.2
Diluted_EPS,0.042,-0.048,-0.045,0.005,-0.042,-0.009,0.025,0.023,-0.02,0.007,-0.028,-0.065,-0.019,-0.093,0.05,-0.003,0.001,-0.031,-0.008,0.003
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.7,0.8,0.8,0.8,0.8
Inventory,1.7,1.9,1.6,1.6,1.5,1.4,1.4,1.4,1.4,1.3,1.6,1.8,1.9,2.0,1.9,1.9,1.7,2.0,1.8,1.8
LT_Debt,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,3.4,5.6,2.6,2.9,2.4,2.7,2.7,2.8,2.3,2.9,2.4,2.0,2.4,2.7,2.3,2.3,2.7,2.4,2.3,2.8
Shares_Diluted,13.4789,7.4153,7.4153,7.4153,7.4153,7.4153,12.8762,7.4153,7.4153,12.7066,7.4153,7.4153,7.4153,7.4153,12.1884,7.4153,12.0179,7.4153,7.4153,11.7616
Total_Assets,5.1,4.6,4.9,5.2,5.0,5.2,5.5,5.7,5.6,5.7,5.7,5.7,5.6,5.7,6.1,5.1,5.2,5.2,5.4,5.4
Total_Liabilities,3.4,3.5,3.8,3.7,3.6,3.5,3.7,4.2,4.3,4.3,4.4,4.2,3.6,3.6,3.3,3.0,3.0,3.1,3.1,3.0
