AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,269.8,241.2,228.2,198.3,181.5,184.3,192.0,185.6,172.5,171.4,195.0,169.6,161.8,147.5,159.5,139.7
Current_Liabilities,91.8,69.7,64.1,45.3,35.6,35.4,45.9,37.7,35.1,41.8,41.6,30.7,37.4,29.0,31.5,26.6
Diluted_EPS,0.97,0.357,0.228,0.499,0.215,0.219,0.525,0.737,0.612,0.057,1.222,1.0979999999999999,0.305,0.222,0.015,2.8560000000000003
Goodwill_Intangibles,90.8,91.9,93.1,32.6,32.9,33.2,33.5,34.1,34.4,35.0,,,,,,
Inventory,74.2,62.7,59.7,43.0,30.0,33.2,29.2,31.9,35.4,39.3,30.7,27.3,33.5,41.1,39.4,34.7
LT_Debt,86.7,90.3,86.8,2.2,0.0,5.1,7.2,12.2,13.1,14.1,1.2,0.6,0.7,0.8,12.3,1.1
Revenue,118.5,109.3,102.5,84.6,73.8,72.3,69.4,77.6,70.0,68.9,72.2,75.2,69.2,62.6,57.5,52.5
Shares_Diluted,9.968,9.973,9.958,9.921,9.915,9.921,9.939,9.861,9.808,9.829,9.83,9.785,9.753,9.735,9.736,9.735
Total_Assets,586.6,559.5,547.7,381.0,364.1,367.3,373.0,366.8,351.7,349.3,310.2,285.3,279.1,266.5,271.4,257.2
Total_Liabilities,289.6,272.5,264.3,100.7,89.4,95.0,103.4,103.1,96.2,100.1,62.1,49.6,54.6,45.7,52.8,38.6
