AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,186.1,206.9,217.0,221.3,214.1,88.1,,,1.8
Current_Liabilities,17.2,26.4,23.8,23.4,26.1,38.0,,,0.1
Diluted_EPS,-0.123,-0.153,-0.119,-0.456,-0.268,-0.037,-0.03,-0.047,0.404
Goodwill_Intangibles,139.3,141.5,141.6,141.2,141.3,140.5,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5.8,7.4,6.5,16.3,15.0,13.5,0.0,0.0,0.0
Revenue,15.5,16.8,15.9,36.7,20.0,29.7,27.7,38.7,0.0
Shares_Diluted,171.8165,171.3081,169.8388,152.2614,171.3641,171.3641,,,51.75
Total_Assets,338.3,363.7,370.9,386.1,379.2,257.9,,,415.9
Total_Liabilities,33.0,44.3,38.6,69.6,93.1,64.5,,,34.0
