AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,95.9,90.0,90.6,90.0,85.2,94.3,63.3,43.2,38.6,37.5,36.2,34.5,36.7,37.4,34.0,38.2,37.7,36.0,34.2,23.3
Current_Liabilities,46.0,39.5,40.2,35.5,33.3,30.2,31.1,22.9,18.7,18.1,16.9,15.8,18.1,14.1,15.0,11.5,10.9,10.5,9.8,9.7
Diluted_EPS,-0.084,-0.072,-0.047,0.072,-0.092,-0.075,-0.078,-0.038,-0.041,-0.051,-0.011,-0.061,-0.193,-0.058,-0.108,-0.065,0.037,0.012,-0.004,0.037
Goodwill_Intangibles,39.9,41.3,42.8,35.3,34.8,36.3,37.7,25.2,25.7,26.5,27.4,28.3,29.2,14.1,14.2,9.5,9.5,9.5,9.5,
Inventory,51.7,49.2,45.3,37.7,33.2,29.4,26.6,15.1,15.1,14.3,13.9,13.8,15.2,11.0,12.4,10.5,9.8,9.4,8.0,8.4
LT_Debt,17.0,17.7,18.5,14.3,14.7,26.5,27.1,2.2,2.6,2.9,3.3,3.7,4.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,33.0,31.5,31.8,35.9,32.3,33.7,27.7,20.6,17.1,16.6,17.1,17.4,16.5,13.2,12.7,10.2,12.3,12.1,12.3,12.0
Shares_Diluted,36.548,36.352,35.406,34.909,34.695,31.848,29.228,28.981,28.819,28.661,28.371,28.017,27.048,23.145,22.913,22.609,23.37,23.442,19.323,22.482
Total_Assets,151.5,147.8,150.1,137.4,131.0,134.5,105.2,72.6,68.3,68.4,68.3,67.9,70.7,55.0,50.8,48.9,48.6,46.8,44.8,33.9
Total_Liabilities,73.5,68.3,70.4,57.5,56.0,58.0,59.6,26.5,22.4,22.3,21.8,21.4,23.7,19.7,15.4,11.7,11.1,10.7,10.1,10.0
