AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,28.2,28.2,51.2,37.4,45.4,53.9,73.6,89.5,,,58.6,38.8,41.6,41.5
Current_Liabilities,29.9,32.4,30.2,30.3,27.6,21.1,32.9,34.8,,,22.9,17.2,18.0,37.9
Diluted_EPS,0.059,-3.545,-0.719,-6.621,-109.871,-81.432,-4.452,-35.546,,,-0.111,-0.413,0.06,-0.318
Goodwill_Intangibles,31.7,32.1,43.1,43.8,49.4,49.8,51.1,79.3,,,64.1,67.9,103.5,150.0
Inventory,16.9,15.8,14.1,17.1,17.7,16.2,21.1,17.3,,,11.0,9.1,11.0,9.0
LT_Debt,15.9,14.7,11.9,11.6,11.4,11.7,11.1,11.3,0.0,0.0,1.0,1.1,1.2,1.3
Revenue,12.2,28.3,16.3,11.5,14.7,12.5,12.4,35.4,,,21.4,9.5,9.2,10.9
Shares_Diluted,11.095,9.7468,5.9583,4.8243,0.1366,0.1365,4.7685,3.4651,3.61,3.1727,102.5808,95.0495,97.1751,85.5425
Total_Assets,64.0,65.0,97.8,105.0,136.4,145.9,170.3,186.9,,,187.6,168.8,207.5,253.9
Total_Liabilities,50.4,53.5,54.5,56.8,59.0,54.8,67.7,71.6,,,31.1,25.1,54.9,115.1
