AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021
Current_Assets,301.9,266.0,,
Current_Liabilities,250.6,306.9,,
Diluted_EPS,-1.795,-0.473,-0.537,-0.447
Goodwill_Intangibles,270.1,269.9,,
Inventory,117.5,117.7,,
LT_Debt,133.6,116.0,0.0,0.0
Revenue,454.7,217.2,332.5,125.9
Shares_Diluted,130.9711,130.9711,,
Total_Assets,788.5,739.2,,
Total_Liabilities,470.5,519.3,,
