AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,307.3,318.0,328.7,318.4,312.2,299.3,257.8,265.6,256.3,248.5,222.0,211.6,199.5,211.7,202.9,199.8,196.5,197.2,195.0
Current_Liabilities,86.7,85.2,91.2,105.8,105.9,111.1,93.4,90.5,91.0,104.9,100.0,90.7,69.8,69.4,63.5,58.8,56.7,46.4,46.6
Diluted_EPS,0.055,0.139,-0.805,-1.696,0.324,0.273,0.509,0.396,0.655,0.786,0.633,1.0,0.222,0.196,0.257,0.182,0.156,0.298,0.395
Goodwill_Intangibles,54.4,55.8,57.1,80.0,99.0,99.9,98.0,99.1,99.9,94.9,95.8,96.7,97.7,98.8,99.7,100.8,99.3,100.3,101.1
Inventory,122.2,125.0,135.9,127.0,129.5,120.6,103.4,98.6,87.8,89.8,80.2,72.5,73.8,73.4,66.1,63.4,65.8,67.3,65.1
LT_Debt,139.7,151.6,156.5,133.4,114.7,100.8,80.9,98.2,94.9,72.4,61.5,69.7,89.7,104.0,103.8,108.0,101.9,111.5,112.2
Revenue,130.8,148.6,138.7,147.9,143.6,142.0,123.3,130.8,140.8,145.4,127.7,159.4,94.2,108.4,89.5,92.3,86.6,95.0,95.9
Shares_Diluted,16.1183,15.8413,15.8069,15.7323,16.1653,16.0911,16.0998,16.0877,15.9915,15.9506,15.7111,15.1711,15.2009,15.2488,15.2668,15.2874,15.2627,15.3716,15.4999
Total_Assets,450.4,456.9,467.3,473.7,485.4,470.2,422.5,429.2,415.0,393.9,367.2,358.2,344.6,358.9,349.4,347.0,339.6,335.1,335.0
Total_Liabilities,257.8,264.3,278.2,270.5,252.8,243.3,199.8,213.9,213.6,202.3,183.7,183.7,186.2,201.4,193.0,192.9,187.8,184.2,184.3
