AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,780.5,755.8,874.2,496.5,492.8,606.9,424.3,420.1,396.3,403.5,414.6
Current_Liabilities,824.1,750.4,772.9,635.5,677.0,677.7,660.2,647.4,614.4,587.1,572.5
Diluted_EPS,0.713,1.214,1.39,1.142,0.42,0.374,0.287,-0.049,0.021,0.155,0.274
Goodwill_Intangibles,2951.2,2957.6,2947.6,3079.4,3066.0,2970.9,3108.7,3121.5,3172.0,3184.4,3112.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1763.2,1828.0,1548.8,1566.3,1589.5,1610.5,1636.3,1667.0,1709.5,1752.2,1737.9
Revenue,422.8,467.6,436.7,738.0,443.9,352.8,375.6,712.5,417.7,403.3,451.8
Shares_Diluted,75.135,78.572,81.402,81.269,80.525,80.469,80.914,79.9495,81.277,81.516,82.01700000000002
Total_Assets,4328.4,4283.2,4393.5,4163.4,4147.6,4159.3,4138.5,4150.5,4214.0,4169.0,4141.7
Total_Liabilities,3572.3,3560.0,3270.7,3161.3,3220.6,3208.1,3205.6,3197.0,3214.7,3168.5,3111.5
