AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1835.6,1832.6,1811.0,1723.8,1779.4,1823.9,1716.1,1743.4,1647.6,1589.4,1459.6,1421.0
Current_Liabilities,478.9,445.5,440.8,410.2,401.7,510.9,444.4,429.7,402.2,725.9,634.9,732.1
Diluted_EPS,0.417,0.132,0.786,0.399,0.87,0.473,0.576,0.659,0.154,-0.21600000000000005,2.056,1.76
Goodwill_Intangibles,185.3,186.6,188.1,189.7,191.2,192.7,194.4,195.9,195.1,199.0,193.1,188.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,172.3,140.4,182.4,142.1,129.9,124.1,178.1,155.1,149.3,142.9,167.2,142.4
Shares_Diluted,68.2472,68.157,68.249,68.0897,67.8783,68.0057,67.9959,71.4522,67.7546,61.6453,62.8361,67.3043
Total_Assets,2544.9,2476.6,2458.4,2365.1,2313.6,2348.2,2241.0,2169.6,2068.4,2005.1,1845.9,1772.3
Total_Liabilities,525.8,492.1,488.2,456.1,447.0,555.1,490.0,478.8,451.6,772.4,670.2,754.8
