AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,563.5,522.2,497.2,425.5,337.9,335.2,258.0,182.6,,,,,
Current_Liabilities,58.2,55.1,88.6,87.0,82.2,72.9,65.3,53.8,,,,,
Diluted_EPS,0.031,0.049,0.088,0.127,0.089,0.1,0.082,0.076,0.07,0.052,0.044,0.003,-0.038
Goodwill_Intangibles,1151.3,1163.3,1175.6,1187.4,1199.5,1211.6,1223.3,1235.7,,,,,
Inventory,132.0,144.4,151.3,140.3,117.5,98.4,69.1,57.2,,,,,
LT_Debt,653.0,654.3,655.7,657.0,658.3,738.1,742.4,746.7,0.0,0.0,0.0,0.0,0.0
Revenue,113.8,130.7,176.5,210.9,186.2,166.5,161.6,152.1,118.1,93.2,89.4,55.3,44.3
Shares_Diluted,683.4852,689.266,691.2577,691.3651,693.0211,692.8639,690.7118,648.1246,,,,,
Total_Assets,1725.8,1697.7,1696.8,1631.7,1554.6,1560.4,1493.6,1427.9,,,,,
Total_Liabilities,919.2,916.7,952.8,952.5,965.6,1036.1,1040.6,800.5,,,,,
