AAII_QTR_DATA,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,32.5,73.2,50.3,50.9,45.7,41.1,29.0,41.6,,
Current_Liabilities,38.7,49.9,32.7,30.0,22.8,29.3,16.9,34.1,,
Diluted_EPS,-1.374,-0.337,-0.218,-0.028,0.215,0.048,0.158,0.08,0.10300000000000001,0.035
Goodwill_Intangibles,0.3,5.5,5.6,0.5,0.5,0.5,0.5,0.5,,
Inventory,0.2,0.1,,0.8,0.1,0.1,0.0,0.1,,
LT_Debt,0.0,2.8,2.8,1.1,4.0,0.9,1.0,0.0,0.0,0.0
Revenue,80.5,100.1,24.2,50.0,0.0,54.9,101.1,47.2,63.3,23.5
Shares_Diluted,33.1944,28.4389,22.4175,22.0658,20.3197,23.7917,23.7917,23.7917,,
Total_Assets,40.9,85.9,63.3,56.9,51.4,47.6,33.7,46.5,,
Total_Liabilities,44.1,57.2,39.5,32.2,26.8,30.3,17.9,34.1,,
