AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,218.7,211.8,189.0,189.7,180.2,181.5,183.5,184.1,180.1,218.3,179.5,158.3,160.5,165.0,160.9,170.4
Current_Liabilities,144.0,132.6,116.7,118.4,104.9,106.1,109.4,110.0,106.1,108.4,115.2,103.8,99.6,103.9,103.9,111.2
Diluted_EPS,0.125,0.079,0.034,-0.035,0.008,0.033,0.05,-0.007,0.092,0.096,0.237,0.054000000000000006,0.155,0.053,0.027000000000000003,-0.371
Goodwill_Intangibles,231.1,215.5,196.7,199.0,200.9,202.4,204.4,206.5,206.1,195.4,197.6,199.5,202.1,204.0,206.4,209.2
Inventory,75.1,71.6,68.5,69.1,64.1,57.6,62.8,59.6,57.1,57.8,55.4,54.1,54.6,51.5,50.5,52.3
LT_Debt,92.8,81.4,61.6,62.2,63.7,66.0,76.3,73.6,75.5,105.5,70.3,72.5,80.1,82.5,74.5,79.2
Revenue,105.4,92.4,93.6,80.0,78.7,71.9,82.9,77.4,75.2,80.5,89.4,85.3,81.2,86.0,93.9,88.3
Shares_Diluted,35.0412,35.1992,35.1895,35.4723,35.8193,35.774,35.6693,35.3589,35.41,35.3949,35.3694,35.6246,35.5827,35.36,34.8138,34.7791
Total_Assets,481.7,458.4,416.2,418.7,410.7,413.7,419.3,422.1,418.4,445.3,408.6,389.6,391.7,396.7,392.6,405.2
Total_Liabilities,276.2,250.7,211.6,217.3,204.9,209.1,216.7,221.5,219.4,250.7,215.6,205.5,209.2,219.3,214.0,227.8
