AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,2.9,4.3,6.3,8.1,10.5,12.7,14.7,16.1,18.1,4.8,5.7,3.4
Current_Liabilities,0.8,0.6,0.8,0.6,0.9,1.0,0.7,0.6,5.5,0.5,0.5,0.7
Diluted_EPS,-0.165,-0.187,-0.22,-0.215,-0.212,-0.23,-0.239,-0.177,-0.091,-0.263,-0.418,-0.492
Goodwill_Intangibles,1.2,1.1,1.1,1.0,1.0,0.9,0.9,0.8,0.8,0.8,0.7,0.6
Inventory,0.9,1.0,1.0,0.8,0.8,0.7,0.9,0.8,0.7,0.7,0.6,0.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.1,0.2,0.2,0.2,0.1,0.3,0.7,0.1,0.5,0.2,0.2,0.2
Shares_Diluted,10.6907,10.4988,10.4988,10.4988,10.4988,10.5062,10.4946,10.4936,7.7901,5.9065,4.6757,3.2561
Total_Assets,4.3,5.7,7.6,9.4,11.8,13.8,15.8,17.1,19.0,5.7,6.6,4.2
Total_Liabilities,0.8,0.6,0.8,0.6,0.9,1.0,0.9,0.7,5.6,0.5,0.6,0.7
