AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,29.1,,49.9,,66.6,38.7,23.1,31.5
Current_Liabilities,18.3,,20.9,,16.4,12.2,13.0,10.3
Diluted_EPS,-1.558,-0.5,-1.2,,-1.18,,-1.2,
Goodwill_Intangibles,82.1,,3.1,,3.4,4.2,5.1,6.3
Inventory,2.3,,2.1,,1.9,2.1,2.3,1.7
LT_Debt,38.0,0.0,5.7,0.0,10.3,11.7,12.3,8.2
Revenue,24.0,11.2,13.0,6.1,11.5,5.5,10.7,5.1
Shares_Diluted,16.645,17.226,15.0867,,13.3046,,11.0825,
Total_Assets,119.1,,58.5,,75.1,46.4,31.9,39.9
Total_Liabilities,109.8,,28.7,,28.2,24.9,26.0,19.1
