AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,38.1,42.5,20.1,23.4,26.0,30.0,37.2,42.1,36.2,37.5,40.8,37.9,7.2,2.2
Current_Liabilities,3.0,2.9,2.1,2.6,2.4,5.4,5.0,4.1,2.2,1.6,1.5,1.8,2.0,1.9
Diluted_EPS,-0.016,-0.014,-0.074,-0.058,-0.089,-0.152,-0.119,-0.111,-0.108,-0.078,-0.049,-0.073,-0.072,-0.066
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,69.6375,63.5505,56.1336,55.553,53.9957,53.7376,53.5549,52.2091,49.2467,48.8454,48.3408,36.979,33.1867,28.8028
Total_Assets,38.2,42.6,20.1,23.5,26.1,30.1,37.3,42.3,36.3,37.6,40.9,38.0,7.3,2.2
Total_Liabilities,4.9,8.6,2.1,2.6,2.4,5.4,5.0,4.1,2.2,1.7,1.5,1.8,2.0,2.1
