AAII_QTR_DATA,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,440.3,438.8,462.9,442.9,475.0,454.7,448.7,458.6,164.0
Current_Liabilities,302.5,293.8,307.7,277.2,253.8,233.8,208.4,168.7,153.0
Diluted_EPS,-0.257,-0.29,-0.273,-0.262,-0.314,-0.302,-0.329,-1.112,-0.17300000000000001
Goodwill_Intangibles,32.4,32.4,32.4,39.1,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,7.2,6.0,7.3,7.0,7.2,8.7,0.0,0.0,0.0
Revenue,106.5,103.8,98.2,89.4,84.5,75.8,69.3,62.0,57.8
Shares_Diluted,138.335,136.362,134.338,132.352,129.549,122.992,139.2971,46.085,121.8956
Total_Assets,640.9,627.2,649.8,618.1,602.5,576.0,528.8,532.8,234.2
Total_Liabilities,358.7,346.6,358.1,323.7,298.4,278.1,221.3,180.9,161.9
