AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,212.5,233.2,252.6,244.3,263.3,266.5,328.3,364.1,109.6,,,,
Current_Liabilities,181.1,176.0,112.3,111.5,125.6,116.8,105.2,112.6,96.8,,,,
Diluted_EPS,-0.095,-0.13,-0.106,-0.194,-0.178,-0.312,-0.351,-0.223,-0.122,-0.015,-0.009,-0.816,0.006
Goodwill_Intangibles,1547.6,1536.2,1522.3,1525.8,1520.5,1504.9,1468.0,1455.3,1423.0,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,224.8,225.1,212.0,203.4,177.4,157.4,157.4,157.1,387.3,0.0,0.0,0.0,0.0
Revenue,252.6,229.4,217.6,209.5,203.1,190.0,173.8,160.5,143.1,118.1,102.0,84.0,73.1
Shares_Diluted,360.902,358.941,357.52,353.729,350.849,346.243,343.394,313.536,373.6486,,,,
Total_Assets,2158.6,2173.9,1979.7,1968.7,1958.4,1927.1,1914.8,1914.4,1606.3,,,,
Total_Liabilities,653.4,655.1,448.2,437.4,415.9,382.1,369.9,369.8,580.5,,,,
