AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,360.0,374.4,363.6,394.2,434.6,457.3,436.8,462.0,282.2,286.6,244.9,201.1,209.7,215.4,202.9
Current_Liabilities,183.1,183.0,155.9,166.7,181.0,197.8,199.4,200.4,170.1,193.4,168.0,152.7,149.5,146.8,137.7
Diluted_EPS,-0.084,-0.133,-0.094,-0.091,0.06,0.042,-0.046,0.148,-0.028,0.039,0.007,0.026,-0.144,0.006,0.047
Goodwill_Intangibles,14.4,14.6,13.8,15.1,16.0,16.8,17.5,18.4,18.5,20.0,19.9,19.5,19.7,20.7,21.6
Inventory,111.8,110.3,111.9,119.8,122.2,112.3,105.5,94.1,75.1,67.6,73.2,72.3,64.6,61.2,61.4
LT_Debt,46.7,49.4,50.1,55.6,63.1,67.4,51.0,58.8,61.5,71.3,78.5,50.9,65.1,61.0,58.8
Revenue,111.0,105.4,96.2,108.1,103.3,111.6,100.4,106.7,100.5,110.3,86.0,46.4,86.1,95.2,94.5
Shares_Diluted,171.69,171.3,171.2461,171.1989,174.5169,172.7975,169.5005,156.7916,147.1262,138.4956,145.5499,146.3237,136.4292,135.9957,133.7435
Total_Assets,539.1,550.3,530.8,573.2,622.6,636.6,617.1,640.6,438.4,455.4,403.0,338.6,347.2,358.5,341.3
Total_Liabilities,274.4,274.8,243.8,263.7,292.7,317.3,304.3,318.8,288.2,318.5,296.7,238.4,251.4,244.1,231.6
