AAII_QTR_DATA,09/30/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018
Current_Assets,2.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,6.5,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diluted_EPS,-0.278,-0.108,-0.016,-0.011,-0.024,-0.013,-0.015,-0.012,-0.023,-0.001,-0.001,-0.001,-0.001
Goodwill_Intangibles,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.2,,,,,,,,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,19.1031,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,10.8,10.8,10.8,10.8
Total_Assets,6.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,10.1,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
