AAII_QTR_DATA,10/29/2022,07/30/2022,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018,08/04/2018
Current_Assets,56.2,57.0,58.7,63.5,62.6,62.7,78.8,74.3,52.8,56.3,56.6,62.9,57.9,60.1,69.1,74.1,62.3,70.5
Current_Liabilities,22.5,19.6,16.7,20.1,20.3,19.8,111.6,112.2,62.0,66.4,33.3,34.4,33.6,28.7,30.8,24.6,19.7,20.2
Diluted_EPS,-0.178,-0.183,-0.075,0.046,-0.071,2.749,0.118,-1.037,0.411,0.076,-1.362,-0.171,-0.324,-0.449,-0.106,-0.402,-0.267,-0.296
Goodwill_Intangibles,1.8,2.0,2.1,2.2,2.6,3.0,3.5,3.9,3.3,3.6,4.8,4.9,5.0,5.2,5.0,4.5,5.7,
Inventory,30.0,30.2,28.4,31.0,39.8,38.1,29.3,23.5,19.9,18.5,18.2,17.5,25.5,22.2,26.2,27.4,34.0,25.8
LT_Debt,8.3,8.9,9.6,10.2,2.7,2.9,0.3,0.4,0.3,16.2,54.7,56.4,57.8,62.3,68.7,0.0,0.0,0.0
Revenue,16.2,15.2,20.4,39.9,22.2,18.7,23.2,40.2,19.9,17.5,25.0,57.4,30.8,66.5,36.7,66.2,33.5,30.8
Shares_Diluted,26.5664,26.4879,26.4261,27.8256,26.36,27.455,27.4008,26.2435,26.7675,26.129,26.0881,26.0806,26.0684,26.0583,26.0196,26.2851,25.9923,25.9101
Total_Assets,68.6,70.5,72.9,78.6,69.8,70.9,84.7,81.2,58.9,67.8,69.7,109.0,114.0,122.5,141.3,97.5,99.1,105.3
Total_Liabilities,30.7,28.6,26.3,30.3,23.0,22.7,111.9,112.5,62.3,82.5,88.0,90.8,91.5,91.0,99.5,43.8,37.5,36.5
