AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,183.8,154.4,153.5,161.4,103.1,78.6,67.5,0.1,0.1,0.3,0.3,0.5,0.7,0.2
Current_Liabilities,32.9,30.3,34.6,64.6,35.4,21.5,20.7,0.8,0.2,0.5,0.0,0.0,0.0,0.3
Diluted_EPS,0.395,0.159,0.54,0.269,0.829,0.498,0.057,0.01,0.018,0.037,0.04,0.041,0.015,0.0
Goodwill_Intangibles,20.3,15.2,16.7,14.8,15.6,14.7,14.1,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,1.4,1.4,1.3,1.3,1.1,0.9,0.0,0.0,0.0,0.0,0.0
Revenue,157.1,69.9,153.0,71.9,123.8,19.7,9.8,,,,,,,
Shares_Diluted,68.1239,68.1233,65.3812,62.7745,59.1262,54.7494,50.7848,31.1053,31.3852,31.4057,31.4269,31.1466,25.2,25.2
Total_Assets,206.0,193.3,195.2,205.3,143.4,98.3,85.7,257.6,256.4,255.3,253.7,252.4,251.1,0.2
Total_Liabilities,33.5,31.2,36.3,68.2,38.6,24.5,23.9,1.9,1.1,0.5,0.0,0.0,0.0,0.3
