AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,386.5,370.6,367.8,424.7,430.0,148.7,141.9,103.6,,,,,
Current_Liabilities,48.0,44.7,57.0,37.6,36.1,30.7,34.0,28.2,,,,,
Diluted_EPS,0.06,0.027,0.157,0.047,-0.084,0.042,0.052,0.037,0.026000000000000002,0.016,0.049,0.045,0.04
Goodwill_Intangibles,487.1,497.2,504.0,362.4,340.1,344.6,349.1,353.5,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.6,2.0,2.6,3.1,3.6,26.1,25.4,75.7,0.0,0.0,0.0,0.0,0.0
Revenue,109.8,96.7,105.5,83.1,76.5,67.6,78.6,61.0,53.0,51.2,57.7,46.4,43.3
Shares_Diluted,170.223,170.439,180.415,167.045,149.596,133.578,155.3295,155.3295,,,,,
Total_Assets,976.0,965.7,892.2,806.0,790.1,514.4,511.3,475.3,,,,,
Total_Liabilities,154.7,152.0,93.1,73.2,70.7,89.8,94.6,140.1,,,,,
