AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,15.6,15.0,21.5,21.6,22.8,21.6,23.4,7.7,7.4,7.4,8.0,8.7,4.5,3.7,3.6,2.7,2.1
Current_Liabilities,26.1,24.2,13.0,25.2,23.6,20.7,17.9,34.3,26.4,24.4,20.4,15.1,2.6,2.5,2.5,2.5,4.6
Diluted_EPS,-2.213,-44.045,0.015,-144.734,-14.847,-15.38,-24.497,-74.892,-0.701,-0.529,-0.493,-0.718,0.017,0.002,-0.042,-0.426,-0.13
Goodwill_Intangibles,36.5,36.0,53.1,68.9,151.6,153.5,142.7,118.1,119.9,102.9,105.6,107.7,0.6,0.7,0.7,0.8,0.9
Inventory,7.0,7.5,12.1,10.2,10.8,7.1,6.1,4.5,5.3,4.6,4.9,4.7,0.8,1.5,0.6,0.3,1.8
LT_Debt,5.4,5.9,16.9,12.3,18.2,14.9,11.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Revenue,3.8,2.1,2.1,2.8,3.3,2.4,1.1,1.9,2.0,3.0,2.5,0.6,2.7,1.4,0.0,1.7,0.1
Shares_Diluted,0.9676,0.8613,0.8549,0.7997,0.7199,0.6877,0.6615,0.1624,14.7387,14.2953,14.2626,37.7194,32.8766,34.2092,26.5407,10.6409,9.1825
Total_Assets,56.6,55.7,91.8,88.5,188.4,188.4,178.2,130.9,132.6,115.7,119.3,120.0,5.3,4.6,4.6,3.6,3.0
Total_Liabilities,42.2,41.1,41.9,40.4,45.4,38.7,32.3,37.3,28.9,27.0,23.1,17.0,2.6,2.5,2.6,2.5,7.6
