AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,5.2,5.5,5.3,7.3,7.0,6.9,6.7,7.2,8.3,6.4,10.0,5.8,2.3
Current_Liabilities,12.5,12.9,10.5,13.1,12.2,11.1,10.1,6.9,6.6,4.5,12.3,11.7,6.5
Diluted_EPS,0.0,-0.003,0.002,-0.002,-0.004,-0.004,-0.06,-0.007,-0.001,-0.033,-0.454,-0.298,-0.004
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.6,2.9,2.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LT_Debt,0.0,0.1,1.6,1.7,1.7,1.7,1.7,1.8,1.9,2.0,2.0,2.0,0.0
Revenue,,0.1,2.7,0.1,0.1,0.1,13.4,2.1,2.7,9.9,6.5,1.2,0.4
Shares_Diluted,210.8042,210.8042,210.8042,210.8042,210.8042,210.8042,210.7464,210.7737,210.7042,210.7042,176.8659,142.8184,142.8184
Total_Assets,8.6,9.0,8.9,11.0,10.6,10.4,10.2,11.3,12.4,10.7,14.4,12.2,6.5
Total_Liabilities,12.4,12.8,12.1,14.7,13.8,12.7,11.7,8.5,8.4,6.4,14.2,13.7,6.5
