AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,54.9,53.3,57.9,60.2,67.6,78.4,85.9,92.1,61.5,67.4,60.5,53.9,67.2,25.2,20.2,,,
Current_Liabilities,40.0,26.9,24.5,21.2,19.3,16.8,17.6,17.8,22.9,22.1,14.6,12.5,15.0,10.6,9.5,,,
Diluted_EPS,-0.27,-0.188,-0.182,-0.17,-0.25,-0.183,-0.19,-0.16,-0.13,-0.001,-0.05,-0.053,-0.044,-0.061,-0.116,-0.124,-0.078,-0.066
Goodwill_Intangibles,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.0,,,
Inventory,10.3,11.3,11.2,12.2,11.1,9.4,7.7,6.2,6.8,8.2,7.1,4.3,2.9,2.4,1.4,,,
LT_Debt,0.5,0.6,0.7,0.7,2.4,2.8,2.8,2.8,0.0,0.0,4.6,4.5,5.1,5.0,0.3,0.0,0.0,0.0
Revenue,2.2,1.2,2.1,0.8,1.2,1.8,1.7,3.3,7.9,10.3,5.3,2.8,8.6,5.4,5.1,1.6,1.6,2.7
Shares_Diluted,57.633,57.367,57.205,57.1765,59.6785,55.62,55.429,55.2375,54.8145,54.804,54.6135,54.533,54.7286,53.0384,53.0384,,,
Total_Assets,75.2,71.5,66.8,69.2,75.9,86.3,93.7,101.8,70.2,71.9,69.8,63.2,70.5,28.2,23.4,,,
Total_Liabilities,57.6,44.5,33.5,30.4,28.7,26.5,27.4,27.7,30.1,29.6,26.6,18.4,21.6,16.7,10.9,,,
