AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,18737.0,16878.3,19031.5,17264.7,29761.3,15384.1,,,27419.1,,,,31639.9,,22147.6,,33573.9,
Current_Liabilities,21976.0,18469.6,20458.4,17495.4,28824.8,14677.3,,,27763.5,,,,31879.3,,23271.6,,34468.9,
Diluted_EPS,,2.407,,1.406,1.96,,1.294,,-1.578,,-15.154,,2.863,,1.765,,2.13,
Goodwill_Intangibles,12292.5,12046.0,11134.0,10783.8,10893.6,11924.9,,,13364.9,,,,15407.5,,21361.8,,23171.6,
Inventory,437.3,426.7,315.2,346.4,327.7,387.7,,,403.4,,,,465.0,,595.9,,505.0,
LT_Debt,7110.9,8013.8,7419.8,7565.5,8448.7,8899.7,0.0,0.0,6919.2,0.0,0.0,0.0,7976.7,0.0,10322.3,0.0,7764.2,0.0
Revenue,,9522.7,4434.1,8383.3,8275.7,4020.8,7610.4,3595.2,7410.1,3426.8,6443.6,3607.7,9135.8,5451.9,9046.0,4943.9,7652.9,4791.0
Shares_Diluted,,219.0,,227.56,243.74,,242.38,,244.26,,244.94,,252.78,,251.46,,252.6,
Total_Assets,35768.7,33526.5,34587.7,32547.3,44883.4,32211.9,,,45686.2,,,,52698.9,,49847.6,,58175.1,
Total_Liabilities,31200.8,28820.7,30099.7,26973.8,39011.0,25510.7,,,36538.2,,,,41995.1,,36165.8,,45278.1,
