AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,138.6,161.4,157.1,127.1,73.5,93.4,78.8,113.0,128.6,145.9,165.6,96.0,47.4
Current_Liabilities,97.8,107.4,109.9,122.5,52.2,59.8,61.8,79.4,81.2,88.2,101.8,55.1,3.0
Diluted_EPS,-0.018,0.096,-0.12,-0.037,-0.144,-0.103,-0.136,-0.83,-0.13699999999999998,-0.153,-0.021,-0.039,-0.241
Goodwill_Intangibles,199.2,219.4,220.9,224.6,50.4,51.9,52.8,53.7,100.0,97.6,98.1,99.3,43.7
Inventory,48.9,44.2,42.9,48.1,30.6,34.0,33.7,36.7,38.2,36.9,39.6,37.1,10.0
LT_Debt,15.4,27.6,26.1,32.1,34.5,35.0,28.6,29.3,29.9,29.9,30.5,1.3,3.7
Revenue,99.6,124.0,125.5,90.4,62.7,62.6,63.7,59.2,69.8,66.3,58.3,14.0,38.2
Shares_Diluted,151.411,170.609,139.585,109.131,97.819,93.003,85.371,79.358,78.07600000000002,76.331,75.226,67.315,39.492
Total_Assets,405.7,452.5,465.5,443.2,219.8,242.0,229.2,251.1,313.7,331.7,349.5,286.9,97.2
Total_Liabilities,183.5,229.9,297.3,298.9,135.4,144.5,140.4,158.9,163.6,173.9,193.0,132.4,7.7
