AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,104.3,115.3,127.6,130.0,128.9,162.4,114.1,115.2,114.7,79.8,64.1,71.8,76.6,94.8,84.4,79.4
Current_Liabilities,69.9,72.6,74.8,68.9,65.2,84.7,75.7,74.5,67.9,92.2,44.5,191.1,194.0,61.4,53.7,49.6
Diluted_EPS,-0.121,-0.245,-0.108,-0.087,-0.135,-0.176,-0.137,-0.064,-0.784,-0.205,-0.165,-0.11199999999999999,-0.13699999999999998,-0.10099999999999999,-0.057,0.152
Goodwill_Intangibles,67.9,68.2,67.3,68.9,69.4,66.4,84.0,80.7,73.7,70.3,78.1,71.3,70.3,66.8,64.9,66.9
Inventory,47.0,37.5,37.4,33.7,27.5,35.5,34.0,24.2,20.2,14.3,25.3,26.0,29.4,33.3,26.4,13.7
LT_Debt,157.7,157.6,157.9,157.9,159.1,158.6,165.1,162.8,176.2,44.2,147.9,0.0,0.0,140.5,138.1,135.7
Revenue,61.9,61.4,72.9,66.2,65.7,57.6,86.1,90.2,80.7,56.8,52.3,62.7,55.9,48.6,56.0,50.6
Shares_Diluted,107.5117,105.6494,105.2269,103.4301,102.9352,102.5462,99.036,98.0168,96.4873,90.8743,80.471,79.5504,78.8447,74.3669,73.6618,71.4563
Total_Assets,191.3,204.2,215.8,220.5,224.7,251.4,227.4,223.7,211.9,173.3,161.4,158.7,164.7,177.6,162.3,158.9
Total_Liabilities,235.0,238.4,240.7,235.9,233.7,252.9,255.2,250.9,253.7,145.5,198.6,196.9,201.9,210.1,198.6,192.1
