AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,295.4,358.9,402.8,381.8,427.6,466.0,292.8,194.1,228.0,253.9,106.5,27.8,37.6,,,
Current_Liabilities,27.5,33.0,33.3,19.1,13.3,15.3,22.6,21.2,19.3,12.2,5.2,8.6,4.2,,,
Diluted_EPS,-1.311,-1.273,-1.421,-1.137,-0.84,-0.762,-0.791,-1.012,-0.9420000000000001,-1.155,-0.343,-0.395,-0.408,-0.182,-0.153,-0.21
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,73.1,72.7,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,51.4224,50.5135,50.212,50.0979,50.0007,47.2808,43.0306,37.7485,37.5873,24.2564,36.6269,36.6269,36.6269,,,
Total_Assets,300.5,364.1,408.2,387.0,432.9,471.4,298.3,198.0,232.0,254.4,107.0,28.3,38.2,,,
Total_Liabilities,105.1,110.3,110.5,24.0,18.4,20.4,27.6,24.9,23.0,12.5,5.6,9.0,4.6,,,
