AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,12.1,12.0,11.1,8.0,9.1,11.8,5.9,23.8,13.5,4.6,5.7,5.6,6.2,0.9,1.5,1.4
Current_Liabilities,13.1,12.9,12.4,9.4,9.4,10.9,8.1,36.0,29.8,17.9,16.7,15.2,11.4,2.3,2.2,2.7
Diluted_EPS,-0.282,-0.82,-4.023,-1.01,1.697,-2.191,-9.987,-3.131,-1.365,-0.434,-0.7140000000000001,-0.248,-0.261,-0.11800000000000001,0.008,-0.081
Goodwill_Intangibles,30.2,30.5,30.9,13.0,12.9,12.9,9.9,10.5,8.8,6.9,0.0,6.6,6.4,0.0,0.0,0.0
Inventory,5.0,5.8,5.4,4.2,4.6,4.5,2.3,2.5,3.6,1.4,0.2,2.6,2.7,0.5,0.5,0.9
LT_Debt,29.0,28.8,28.3,4.6,4.8,5.1,5.8,6.3,5.1,3.3,1.4,5.0,8.4,4.8,5.1,5.2
Revenue,12.9,12.1,12.5,6.7,6.6,4.8,4.4,3.1,1.2,0.0,6.4,1.4,12.2,0.8,3.6,1.5
Shares_Diluted,1.2488,1.2289,1.211,1.2107,1.6055,1.1165,1.1123,0.9338,3.5877,3.1656,3.1479,3.1651,3.1623,3.1156,3.1156,3.1156
Total_Assets,47.4,47.6,47.0,22.5,23.7,28.0,19.2,49.3,29.4,18.2,19.3,18.5,19.5,5.7,6.1,6.4
Total_Liabilities,47.1,47.1,45.5,13.9,13.9,21.0,15.1,47.3,36.0,23.5,23.3,22.2,22.4,8.2,8.2,8.5
