AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019
Current_Assets,4401.6,4137.2,4855.0,4701.6,4880.7,4318.3,4939.6,4826.6
Current_Liabilities,7398.8,6516.5,7044.5,6889.2,6359.2,6671.1,6648.7,6313.6
Diluted_EPS,0.248,0.28,0.195,0.212,0.304,0.188,0.317,0.256
Goodwill_Intangibles,7127.8,5389.6,5175.5,4712.9,4701.0,4898.6,4756.5,4765.1
Inventory,481.1,314.6,301.4,254.4,304.7,276.3,492.4,296.1
LT_Debt,7722.0,7328.7,7223.6,8794.6,9992.8,10411.2,10997.4,9934.0
Revenue,7472.1,7120.5,6941.4,6988.4,7259.3,7630.8,8039.2,8375.6
Shares_Diluted,2306.667,2339.498,2366.102,2369.844,2386.957,2385.083,2372.917,2381.4
Total_Assets,29511.2,27511.9,28321.5,28104.8,28658.6,29345.9,30108.0,28147.1
Total_Liabilities,19488.0,17367.8,17740.5,18463.6,19074.9,19780.7,20386.1,18531.6
