AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,875.9,885.7,618.7,609.5,576.0,575.1,566.9,558.2,524.4
Current_Liabilities,258.6,242.8,195.0,195.6,183.8,163.7,163.8,166.0,141.5
Diluted_EPS,-0.014,-0.51,0.067,-0.208,0.102,0.012,0.107,0.035,0.095
Goodwill_Intangibles,35.3,36.1,36.7,37.8,38.4,39.4,40.1,40.9,42.0
Inventory,97.6,81.0,46.9,38.8,40.7,41.0,37.6,33.8,39.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,166.4,141.3,147.2,171.9,130.8,112.4,115.8,114.8,104.8
Shares_Diluted,63.496,60.346,60.394,59.376,60.059,60.0,59.751,59.926,59.805
Total_Assets,1279.1,1232.9,877.5,845.6,792.3,746.4,739.2,719.5,681.7
Total_Liabilities,384.0,363.1,317.9,302.1,284.7,257.4,258.7,252.2,222.0
