AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,75.2,72.0,59.9,67.3,73.0,71.5,81.0,53.9,,
Current_Liabilities,74.7,46.8,48.2,56.6,53.2,40.0,45.0,42.8,,
Diluted_EPS,-2.116,-0.047,-0.19,-0.989,-1.048,-0.846,-0.958,-0.486,-0.4970000000000001,-0.297
Goodwill_Intangibles,78.8,16.7,1.0,1.0,1.1,1.1,,,,
Inventory,31.6,18.8,27.3,44.3,36.2,25.9,31.4,33.9,,
LT_Debt,36.5,6.4,7.7,9.1,10.5,13.3,13.2,13.1,0.0,0.0
Revenue,41.5,58.8,59.8,25.6,25.6,40.6,30.4,17.8,19.7,24.7
Shares_Diluted,20.9614,17.09,15.4253,15.1936,17.6962,17.7107,17.6252,17.2741,,
Total_Assets,157.5,89.0,61.2,68.7,74.4,72.8,81.3,54.4,,
Total_Liabilities,134.1,55.6,56.0,65.7,63.7,53.3,58.2,55.9,,
