AAII_QTR_DATA,03/28/2023,12/27/2022,09/27/2022,06/28/2022,03/29/2022,12/28/2021,09/28/2021,06/29/2021,03/30/2021,12/29/2020,09/29/2020,06/30/2020,03/31/2020,12/31/2019,09/24/2019,06/25/2019,03/26/2019,12/25/2018,09/25/2018
Current_Assets,268.7,396.8,277.4,280.9,426.0,563.5,537.9,581.8,577.6,510.7,399.5,359.4,302.6,247.9,164.7,217.4,323.0,345.0,216.2
Current_Liabilities,588.1,652.0,515.7,528.5,541.8,602.1,443.9,479.8,508.2,506.3,396.4,402.2,310.9,417.2,332.3,359.1,362.5,385.1,272.5
Diluted_EPS,1.284,0.89,0.928,1.067,1.084,0.759,0.75,1.076,0.915,0.279,0.418,-0.484,0.229,0.612,0.522,0.625,0.698,0.42,0.404
Goodwill_Intangibles,175.5,154.3,155.0,155.7,151.2,128.5,128.7,128.9,129.1,129.3,125.6,125.7,125.8,126.0,124.6,124.7,124.9,125.2,123.2
Inventory,36.8,38.0,32.9,31.8,30.0,31.6,27.8,25.6,23.4,22.4,19.9,23.1,20.3,20.3,17.2,17.9,17.5,18.8,16.3
LT_Debt,0.0,50.0,75.0,75.0,100.0,100.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,0.0,0.0,0.0,0.0,2.1,2.0
Revenue,1174.4,1009.5,993.3,1024.6,987.5,895.6,868.9,898.8,800.6,638.0,631.2,476.4,652.5,725.2,650.5,689.8,690.6,605.9,594.6
Shares_Diluted,67.293,67.26,67.159,67.89,69.373,69.948,70.146,70.161,70.137,70.082,69.898,69.361,69.852,69.803,69.939,71.733,72.187,72.138,72.006
Total_Assets,2474.9,2525.7,2365.1,2321.7,2437.3,2512.0,2442.6,2448.9,2406.7,2325.2,2188.0,2130.5,2054.7,1983.6,1855.6,1868.9,1938.0,1469.3,1324.8
Total_Liabilities,1419.6,1513.0,1387.5,1382.8,1417.5,1453.8,1377.4,1402.1,1413.1,1397.7,1285.1,1262.5,1158.4,1067.6,961.6,978.0,964.5,523.7,398.6
